celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elimination_week,final_place,weeks_participated,week1_judge_total,week1_judge_mean,week1_judge_count,week2_judge_total,week2_judge_mean,week2_judge_count,week3_judge_total,week3_judge_mean,week3_judge_count,week4_judge_total,week4_judge_mean,week4_judge_count,week5_judge_total,week5_judge_mean,week5_judge_count,week6_judge_total,week6_judge_mean,week6_judge_count,week7_judge_total,week7_judge_mean,week7_judge_count,week8_judge_total,week8_judge_mean,week8_judge_count,week9_judge_total,week9_judge_mean,week9_judge_count,week10_judge_total,week10_judge_mean,week10_judge_count,week11_judge_total,week11_judge_mean,week11_judge_count,avg_judge_total,max_judge_total,min_judge_total,std_judge_total,score_trend,partner_prev_seasons,partner_historical_avg_placement,is_us_contestant,age_group,industry_category
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,,7.0,6.5,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,24.0,6.0,4,22.0,5.5,4,20.0,6.666666666666667,3,28.5,7.125,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.625,28.5,20.0,3.637192140465866,1.5,9,4.666666666666667,1,26-35,Sports
Trista Sutter,Louis van Amstel,TV Personality,Indiana,United States,32,1,Eliminated Week 2,6,6.0,6.0,6.0,,6.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,18.0,6.0,3,19.0,6.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.5,19.0,18.0,0.7071067811865476,,0,6.814726840855107,1,26-35,Media
Lisa Rinna,Louis van Amstel,Actor/Actress,California,United States,42,2,Eliminated Week 7,4,5.0,7.0,7.0,,6.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,8.0,,7.0,9.0,9.0,,9.0,9.0,9.0,,8.5,9.0,9.0,,,,,,,,,,,,,,,,,,7.0,,7.0,19.0,6.333333333333333,3,20.0,6.666666666666667,3,25.0,8.333333333333334,3,26.0,8.666666666666666,3,25.0,8.333333333333334,3,27.0,9.0,3,26.5,8.833333333333334,3,,,0,,,0,,,0,,,0,24.071428571428573,27.0,19.0,3.2201005603936688,4.833333333333336,1,6.0,1,36-45,Entertainment
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,6.0,6.0,7.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,7.0,7.0,,9.0,9.0,9.0,,8.5,9.0,9.0,,,,,,,,,,,,,,8.0,,8.0,19.0,6.333333333333333,3,26.0,8.666666666666666,3,27.0,9.0,3,24.0,8.0,3,27.0,9.0,3,23.0,7.666666666666667,3,27.0,9.0,3,26.5,8.833333333333334,3,,,0,,,0,,,0,24.9375,27.0,19.0,2.8339460121886586,1.5,2,5.0,1,≤25,Entertainment
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,24.0,8.0,3,21.0,7.0,3,26.0,8.666666666666666,3,22.0,7.333333333333333,3,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0,,,0,22.8,26.0,21.0,2.16794833886788,-0.6666666666666679,3,4.666666666666667,1,>55,Entertainment
Kelly Osbourne,Louis van Amstel,TV Personality,Unknown,England,24,9,3rd Place,3,9.6666,10.6666,10.6666,,6.0,7.0,6.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,8.6666,7.6666,8.6666,,8.5,8.5,9.0,,8.0,8.5,9.0,,8.6666,8.6666,8.6666,,8.5,8.5,8.2222,,,,,,,3.0,10.0,30.9998,10.333266666666667,3,19.0,6.333333333333333,3,20.0,6.666666666666667,3,23.0,7.666666666666667,3,24.0,8.0,3,24.9998,8.333266666666667,3,26.0,8.666666666666666,3,25.5,8.5,3,25.9998,8.6666,3,25.2222,8.4074,3,,,0,24.472159999999995,30.9998,19.0,3.3584126922633493,2.2407333333333384,4,5.5,0,≤25,Media
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7.0,5.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,8.6666,8.6666,8.6666,,8.5,8.0,8.0,,7.0,7.0,7.5,,,,,,,,,,,,,,8.0,,8.0,18.0,6.0,3,21.0,7.0,3,21.0,7.0,3,18.0,6.0,3,18.0,6.0,3,25.9998,8.6666,3,24.5,8.166666666666666,3,21.5,7.166666666666667,3,,,0,,,0,,,0,20.999975,25.9998,18.0,3.0354571327890634,3.999933333333331,5,5.0,1,36-45,Entertainment
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5.0,5.0,5.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,15.0,5.0,3,18.0,6.0,3,18.0,6.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17.0,18.0,15.0,1.7320508075688772,,6,5.0,1,36-45,Entertainment
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,,,,,,,,,,,,,,,,,7.0,,7.0,18.0,6.0,3,19.0,6.333333333333333,3,23.0,7.666666666666667,3,18.0,6.0,3,22.0,7.333333333333333,3,25.0,8.333333333333334,3,30.5,7.625,4,,,0,,,0,,,0,,,0,22.214285714285715,30.5,18.0,4.52637771712605,5.833333333333332,7,5.714285714285714,1,≤25,Media
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,,9.0,8.5,8.5,,8.5,8.5,8.5,,9.0,9.0,8.5,9.0,9.75,9.75,9.75,,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,22.5,7.5,3,26.0,8.666666666666666,3,25.5,8.5,3,35.5,8.875,4,29.25,9.75,3,30.0,10.0,3,,,0,,,0,,,0,,,0,,,0,28.125,35.5,22.5,4.521476528745892,6.916666666666664,8,5.75,1,26-35,Entertainment
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5.0,5.0,5.0,,6.5,6.0,6.0,,5.0,5.0,5.0,5.0,6.0,6.0,6.0,,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,15.0,5.0,3,18.5,6.166666666666667,3,20.0,5.0,4,18.0,6.0,3,26.0,6.5,4,24.0,6.0,4,,,0,,,0,,,0,,,0,,,0,20.25,26.0,15.0,4.071240597164456,4.833333333333336,9,6.0,1,>55,Media
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,21.0,5.25,4,21.0,5.25,4,24.0,6.0,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,22.0,24.0,21.0,1.7320508075688772,,10,6.3,1,>55,Entertainment
Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,2,Eliminated Week 5,6,6.0,7.0,7.0,,7.0,8.0,7.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,20.0,6.666666666666667,3,22.0,7.333333333333333,3,26.0,8.666666666666666,3,25.0,8.333333333333334,3,22.0,7.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,23.0,26.0,20.0,2.449489742783178,1.6666666666666643,0,6.814726840855107,1,36-45,Entertainment
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,7.0,7.0,8.0,,7.0,8.0,8.0,,7.0,7.0,8.0,,9.0,9.0,10.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,22.0,7.333333333333333,3,23.0,7.666666666666667,3,22.0,7.333333333333333,3,28.0,9.333333333333334,3,27.0,9.0,3,,,0,,,0,,,0,,,0,,,0,,,0,24.4,28.0,22.0,2.8809720581775866,3.3333333333333357,1,6.0,1,≤25,Entertainment
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,7.0,8.0,8.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,9.0,10.0,9.0,,9.0,9.0,10.0,,10.0,9.5,10.0,,9.0,8.5,9.0,,10.0,10.0,10.0,,9.6666,9.0,9.6666,,,,,,,3.0,10.0,23.0,7.666666666666667,3,27.0,9.0,3,21.0,7.0,3,21.0,7.0,3,28.0,9.333333333333334,3,28.0,9.333333333333334,3,29.5,9.833333333333334,3,26.5,8.833333333333334,3,30.0,10.0,3,28.333200000000005,9.444400000000002,3,,,0,26.233320000000003,30.0,21.0,3.3565762982870244,4.611066666666666,2,6.5,1,26-35,Sports
Mel B,Maksim Chmerkoskiy,Singer/Rapper,Unknown,England,32,5,2nd Place,2,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,9.5,9.5,,10.0,10.0,10.0,,9.3333,9.3333,9.6666,,,,,,,2.0,10.0,24.0,8.0,3,23.0,7.666666666666667,3,27.0,9.0,3,26.0,8.666666666666666,3,29.0,9.666666666666666,3,30.0,10.0,3,27.0,9.0,3,28.0,9.333333333333334,3,30.0,10.0,3,28.333199999999998,9.4444,3,,,0,27.23332,30.0,23.0,2.362509024462482,4.111066666666666,3,5.333333333333333,0,26-35,Entertainment
Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,6.5,7.5,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,2.0,21.0,7.0,3,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,21.0,21.0,21.0,0.0,,4,4.5,1,26-35,Sports
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,6.0,6.0,6.0,,7.0,7.0,7.0,,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,18.0,6.0,3,21.0,7.0,3,16.0,5.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.333333333333332,21.0,16.0,2.5166114784235836,,5,5.6,1,36-45,Entertainment
Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,Eliminated Week 3,12,8.0,7.0,7.0,,7.0,7.0,7.0,,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,22.0,7.333333333333333,3,21.0,7.0,3,17.0,5.666666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,20.0,22.0,17.0,2.6457513110645907,,6,6.666666666666667,1,36-45,Entertainment
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,8.0,,6.5,6.5,6.5,,7.0,7.0,8.0,,12.0,10.0,12.0,,8.5,8.5,8.5,,8.5,9.0,9.0,,9.5,9.0,9.5,,9.2222,8.8888,8.8888,,,,,,,3.0,10.0,21.0,7.0,3,23.0,7.666666666666667,3,23.0,7.666666666666667,3,19.5,6.5,3,22.0,7.333333333333333,3,34.0,11.333333333333334,3,25.5,8.5,3,26.5,8.833333333333334,3,28.0,9.333333333333334,3,26.9998,8.999933333333333,3,,,0,24.94998,34.0,19.5,4.2127343988330335,4.833266666666667,7,7.428571428571429,1,26-35,Media
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,9.0,,9.0,23.0,7.666666666666667,3,21.0,7.0,3,24.0,8.0,3,24.0,8.0,3,27.0,9.0,3,35.9999,11.999966666666666,3,36.5,9.125,4,28.5,9.5,3,28.5,9.5,3,,,0,,,0,27.6111,36.5,21.0,5.504398367669258,8.5,8,6.875,1,26-35,Entertainment
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,,2.0,10.0,23.0,7.666666666666667,3,20.0,6.666666666666667,3,21.0,7.0,3,22.0,7.333333333333333,3,23.0,7.666666666666667,3,26.0,8.666666666666666,3,30.0,7.5,4,26.5,8.833333333333334,3,27.0,9.0,3,27.999899999999997,9.3333,3,,,0,24.64999,30.0,20.0,3.300241237125283,5.833300000000001,9,6.555555555555555,1,>55,Entertainment
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,8.5,8.0,8.5,,8.5,9.0,8.5,,8.1666,8.1666,8.1666,,,,,,,,,,9.0,,9.0,21.0,7.0,3,19.0,6.333333333333333,3,24.0,8.0,3,24.0,8.0,3,24.0,8.0,3,20.0,6.666666666666667,3,25.0,8.333333333333334,3,26.0,8.666666666666666,3,24.4998,8.1666,3,,,0,,,0,23.055533333333333,26.0,19.0,2.4295484271773637,3.833266666666667,10,6.1,1,26-35,Sports
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,10.0,10.0,10.0,,8.0,7.5,8.0,,8.5,8.5,8.5,,,,,,,,,,,,,,8.0,,8.0,20.0,6.666666666666667,3,20.0,6.666666666666667,3,24.0,8.0,3,22.0,7.333333333333333,3,21.0,7.0,3,30.0,10.0,3,23.5,7.833333333333333,3,25.5,8.5,3,,,0,,,0,,,0,23.25,30.0,20.0,3.359421718944242,5.0,11,5.909090909090909,1,46-55,Entertainment
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6.0,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.5,7.5,7.5,7.5,8.75,8.75,8.75,,9.5,8.5,9.5,,9.3333,9.3333,9.3333,,8.5,8.5,8.5,,,,,,,,,,,,,,8.0,,8.0,19.0,6.333333333333333,3,21.0,7.0,3,24.0,8.0,3,30.0,7.5,4,26.25,8.75,3,27.5,9.166666666666666,3,27.999899999999997,9.3333,3,25.5,8.5,3,,,0,,,0,,,0,25.1562375,30.0,19.0,3.6813549283372358,5.666633333333333,12,5.833333333333333,1,>55,Entertainment
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8.0,8.0,8.0,,8.0,9.0,8.0,,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,1.0,10.0,24.0,8.0,3,25.0,8.333333333333334,3,39.0,9.75,4,39.0,9.75,4,36.0,9.0,4,40.0,10.0,4,39.0,9.75,4,36.0,9.0,4,40.0,10.0,4,30.0,10.0,3,,,0,34.8,40.0,24.0,6.196773353931867,6.0000000000000036,13,5.923076923076923,1,26-35,Sports
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,24.0,6.0,4,24.0,6.0,4,25.0,6.25,4,24.0,8.0,3,24.0,8.0,3,28.0,7.0,4,,,0,,,0,,,0,,,0,,,0,24.833333333333332,28.0,24.0,1.6020819787597222,1.0,14,5.571428571428571,1,26-35,Model
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,7.0,7.0,7.0,7.0,8.0,6.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,9.5,9.0,9.5,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,28.0,7.0,4,30.0,7.5,4,33.0,8.25,4,35.0,8.75,4,34.0,8.5,4,37.0,9.25,4,,,0,,,0,,,0,,,0,,,0,32.833333333333336,37.0,28.0,3.3115957885386114,5.0000000000000036,15,5.8,1,26-35,Entertainment
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,Unknown,Philippines,36,25,Eliminated Week 7,7,7.0,7.0,7.0,,8.0,8.0,7.5,,7.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,7.0,,7.0,21.0,7.0,3,23.5,7.833333333333333,3,23.0,7.666666666666667,3,24.0,8.0,3,24.0,8.0,3,36.0,9.0,4,27.0,9.0,3,,,0,,,0,,,0,,,0,25.5,36.0,21.0,4.958158260214505,6.5,16,5.9375,0,36-45,Media
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,9.0,9.0,10.0,,9.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,26.0,8.666666666666666,3,26.0,8.666666666666666,3,27.0,9.0,3,30.0,10.0,3,28.0,9.333333333333334,3,25.0,8.333333333333334,3,,,0,,,0,,,0,,,0,,,0,27.0,30.0,25.0,1.7888543819998317,1.3333333333333357,0,6.814726840855107,1,≤25,Entertainment
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,10.0,10.0,,10.0,10.0,10.0,,9.5,8.0,9.5,,8.5,9.5,9.5,,9.5,9.0,10.0,,10.0,10.0,10.0,,,,,,,1.0,10.0,27.0,9.0,3,27.0,9.0,3,27.0,9.0,3,29.0,9.666666666666666,3,29.0,9.666666666666666,3,30.0,10.0,3,27.0,9.0,3,27.5,9.166666666666666,3,28.5,9.5,3,30.0,10.0,3,,,0,28.2,30.0,27.0,1.2516655570345725,1.6666666666666679,1,7.0,1,36-45,Sports
Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,6.0,6.5,6.0,,6.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,18.5,6.166666666666667,3,17.0,5.666666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17.75,18.5,17.0,1.0606601717798212,,2,4.0,1,26-35,Media
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,8.0,8.0,7.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,9.0,8.0,9.0,,9.5,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,1.0,11.0,23.0,7.666666666666667,3,24.0,8.0,3,27.0,9.0,3,25.0,8.333333333333334,3,26.0,8.666666666666666,3,26.0,8.666666666666666,3,28.0,9.333333333333334,3,26.0,8.666666666666666,3,28.0,9.333333333333334,3,28.0,9.333333333333334,3,30.0,10.0,3,26.454545454545453,30.0,23.0,2.018099916438052,4.0,3,6.333333333333333,1,≤25,Sports
Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,9,Eliminated Week 6,9,8.0,8.0,8.0,,7.0,6.0,6.0,,6.0,6.0,7.0,,9.0,9.0,10.0,,8.0,8.0,7.0,,8.3333,8.3333,7.3333,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,24.0,8.0,3,19.0,6.333333333333333,3,19.0,6.333333333333333,3,28.0,9.333333333333334,3,23.0,7.666666666666667,3,23.9999,7.9999666666666664,3,,,0,,,0,,,0,,,0,,,0,22.833316666666665,28.0,19.0,3.4302507199425913,4.333299999999998,4,5.0,1,26-35,Entertainment
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,6.0,6.0,6.0,,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,18.0,6.0,3,20.0,6.666666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,19.0,20.0,18.0,1.4142135623730951,,5,5.8,1,36-45,Entertainment
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,,3.0,10.0,18.0,6.0,3,22.0,7.333333333333333,3,19.0,6.333333333333333,3,16.0,5.333333333333333,3,18.0,6.0,3,27.9998,9.333266666666667,3,32.5,8.125,4,23.5,7.833333333333333,3,26.5,8.833333333333334,3,25.666600000000003,8.555533333333335,3,,,0,22.91664,32.5,16.0,5.278775812460899,5.555533333333333,6,6.666666666666667,1,≤25,Media
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7.0,7.0,7.0,,6.0,5.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,8.0,8.5,7.5,8.0,9.0,9.0,9.5,,12.0,12.0,12.5,,10.0,9.6666,10.0,,,,,,,3.0,10.0,21.0,7.0,3,18.0,6.0,3,23.0,7.666666666666667,3,26.0,8.666666666666666,3,26.0,8.666666666666666,3,28.0,9.333333333333334,3,32.0,8.0,4,27.5,9.166666666666666,3,36.5,12.166666666666666,3,29.666600000000003,9.888866666666667,3,,,0,26.76666,36.5,18.0,5.354813826040599,10.555533333333333,7,6.142857142857143,1,≤25,Entertainment
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,19.0,6.333333333333333,3,22.0,7.333333333333333,3,24.0,8.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,21.666666666666668,24.0,19.0,2.5166114784235836,,8,5.75,1,≤25,Media
Katherine Jenkins,Mark Ballas,Singer/Rapper,Unknown,Wales,31,14,2nd Place,2,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,13.3333,12.3333,13.3333,,9.5,8.5,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,,2.0,10.0,26.0,8.666666666666666,3,26.0,8.666666666666666,3,29.0,9.666666666666666,3,24.0,8.0,3,29.0,9.666666666666666,3,38.9999,12.999966666666666,3,27.0,9.0,3,27.5,9.166666666666666,3,28.0,9.333333333333334,3,30.0,10.0,3,,,0,28.54999,38.9999,24.0,4.071894317677378,1.5,9,6.222222222222222,0,26-35,Entertainment
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,,6.0,6.0,6.0,,7.5,7.5,7.5,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,19.5,6.5,3,18.0,6.0,3,22.5,7.5,3,32.0,8.0,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.0,32.0,18.0,6.284902544988268,4.166666666666668,10,5.8,1,≤25,Media
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,8.5,9.0,8.5,,11.0,10.0,11.0,,9.0,9.5,9.5,,10.0,9.5,10.0,,9.5,9.5,10.0,,,,,,10.0,,10.0,21.0,7.0,3,24.0,8.0,3,23.0,7.666666666666667,3,27.0,9.0,3,25.0,8.333333333333334,3,26.0,8.666666666666666,3,32.0,10.666666666666666,3,28.0,9.333333333333334,3,29.5,9.833333333333334,3,29.0,9.666666666666666,3,,,0,26.45,32.0,21.0,3.320391543176798,6.166666666666664,11,6.090909090909091,1,≤25,Sports
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,7.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,22.0,7.333333333333333,3,25.0,8.333333333333334,3,26.0,8.666666666666666,3,24.0,8.0,3,28.0,9.333333333333334,3,,,0,,,0,,,0,,,0,,,0,,,0,25.0,28.0,22.0,2.23606797749979,1.6666666666666679,12,5.916666666666667,1,26-35,Entertainment
