celebrity_name,season,week,judge_total,judge_mean,judge_count,judge1_score,judge2_score,judge3_score,judge4_score,placement,elimination_week,is_elimination_week,celebrity_industry,industry_category,age,age_group,partner,partner_experience,home_country,home_state,is_us,weekly_rank,weekly_rank_pct,season_weeks,vote_share_hat,total_votes_hat,votes_hat
Robert Herjavec,20,5,24.0,6.0,4,6.0,6.0,6.0,6.0,6,8.0,False,Entrepreneur,Other,52,46-55,Kym Johnson,13,Croatia,Unknown,0,9.0,1.0,10.0,0.2668666766666665,1305408.902568904,348370.13551964366
Nastia Liukin,20,5,38.0,9.5,4,9.0,9.0,10.0,10.0,4,9.0,False,Athlete,Sports,25,≤25,Derek Hough,14,Russia,Unknown,0,2.0,0.2777777777777778,10.0,0.0788141315092196,1305408.902568904,102884.66892037164
Riker Lynch,20,5,38.0,9.5,4,10.0,9.0,9.0,10.0,2,,False,Actor/Actress,Entertainment,23,≤25,Allison Holker,1,United States,Colorado,1,2.0,0.2777777777777778,10.0,0.07881413150921938,1305408.902568904,102884.66892037135
Chris Soules,20,5,27.0,6.75,4,7.0,6.0,7.0,7.0,5,8.0,False,TV Personality,Media,33,26-35,Witney Carson,2,United States,Iowa,1,7.0,0.8333333333333334,10.0,0.06686667666666676,1305408.902568904,87288.3550058632
Patti LaBelle,20,5,27.0,6.75,4,7.0,6.0,7.0,7.0,8,6.0,False,Singer/Rapper,Entertainment,70,>55,Artem Chigvintsev,1,United States,Pennsylvania,1,7.0,0.8333333333333334,10.0,0.06686667666666643,1305408.902568904,87288.35500586276
Noah Galloway,20,5,28.0,7.0,4,7.0,7.0,7.0,7.0,3,,False,Motivational Speaker,Other,33,26-35,Sharna Burgess,4,United States,Alabama,1,5.0,0.6111111111111112,10.0,0.00020001000000006243,1305408.902568904,261.094834602888
Willow Shields,20,5,34.0,8.5,4,8.0,8.0,9.0,9.0,7,7.0,False,Actor/Actress,Entertainment,14,≤25,Mark Ballas,15,United States,New Mexico,1,4.0,0.4444444444444444,10.0,1.0000000042441335e-08,1305408.902568904,0.013054089081092337
Suzanne Somers,20,5,28.0,7.0,4,7.0,7.0,7.0,7.0,9,5.0,True,Actor/Actress,Entertainment,68,>55,Tony Dovolani,18,United States,California,1,5.0,0.6111111111111112,10.0,1.0000000035944593e-08,1305408.902568904,0.01305408907261143
Riker Lynch,20,6,38.0,9.5,4,10.0,8.5,9.5,10.0,2,,False,Actor/Actress,Entertainment,23,≤25,Allison Holker,1,United States,Colorado,1,1.0,0.125,10.0,0.5986246615053955,1386996.9589794602,830290.5850780923
Nastia Liukin,20,6,36.5,9.125,4,9.5,8.5,9.0,9.5,4,9.0,False,Athlete,Sports,25,≤25,Derek Hough,14,Russia,Unknown,0,2.0,0.3125,10.0,0.12080751247664426,1386996.9589794602,167559.65242697878
Willow Shields,20,6,36.5,9.125,4,9.5,8.5,9.0,9.5,7,7.0,False,Actor/Actress,Entertainment,14,≤25,Mark Ballas,15,United States,New Mexico,1,2.0,0.3125,10.0,0.12080751247664426,1386996.9589794602,167559.65242697878
Robert Herjavec,20,6,33.5,8.375,4,8.5,8.0,8.5,8.5,6,8.0,False,Entrepreneur,Other,52,46-55,Kym Johnson,13,Croatia,Unknown,0,8.0,1.0,10.0,0.1113111211111111,1386996.9589794602,154388.1864817055
Rumer Willis,20,6,35.5,8.875,4,9.0,8.5,8.5,9.5,1,,False,Actor/Actress,Entertainment,26,26-35,Valentin Chmerkovskiy,7,United States,Kentucky,1,4.0,0.5,10.0,0.034057076938012076,1386996.9589794602,47237.06214475226
Chris Soules,20,6,35.0,8.75,4,9.0,8.0,9.0,9.0,5,8.0,False,TV Personality,Media,33,26-35,Witney Carson,2,United States,Iowa,1,5.0,0.625,10.0,0.014192095492192816,1386996.9589794602,19684.39328921754
Noah Galloway,20,6,34.0,8.5,4,8.5,8.0,8.5,9.0,3,,False,Motivational Speaker,Other,33,26-35,Sharna Burgess,4,United States,Alabama,1,6.0,0.8125,10.0,0.0002000099999999571,1386996.9589794602,277.4132617654223
Patti LaBelle,20,6,34.0,8.5,4,9.0,8.0,8.5,8.5,8,6.0,True,Singer/Rapper,Entertainment,70,>55,Artem Chigvintsev,1,United States,Pennsylvania,1,6.0,0.8125,10.0,1e-08,1386996.9589794602,0.013869969589794601
Nastia Liukin,20,7,41.0,10.25,4,10.75,9.75,9.75,10.75,4,9.0,False,Athlete,Sports,25,≤25,Derek Hough,14,Russia,Unknown,0,1.0,0.1428571428571428,10.0,0.8184347991182539,1468585.0153900168,1201941.0820588062
Willow Shields,20,7,39.0,9.75,4,9.5,9.5,9.5,10.5,7,7.0,True,Actor/Actress,Entertainment,14,≤25,Mark Ballas,15,United States,New Mexico,1,2.0,0.2857142857142857,10.0,0.11076310534936912,1468585.0153900168,162665.0367741493
Noah Galloway,20,7,38.0,9.5,4,10.5,8.5,9.5,9.5,3,,False,Motivational Speaker,Other,33,26-35,Sharna Burgess,4,United States,Alabama,1,3.0,0.4285714285714285,10.0,0.0407474692983395,1468585.0153900168,59841.12282660615
Riker Lynch,20,7,37.0,9.25,4,9.0,10.0,9.0,9.0,2,,False,Actor/Actress,Entertainment,23,≤25,Allison Holker,1,United States,Colorado,1,4.0,0.6428571428571429,10.0,0.014990156234623637,1468585.0153900168,22014.31882452351
Rumer Willis,20,7,37.0,9.25,4,8.5,9.5,9.5,9.5,1,,False,Actor/Actress,Entertainment,26,26-35,Valentin Chmerkovskiy,7,United States,Kentucky,1,4.0,0.6428571428571429,10.0,0.014990156234623637,1468585.0153900168,22014.31882452351
Robert Herjavec,20,7,31.0,7.75,4,7.0,8.0,8.0,8.0,6,8.0,False,Entrepreneur,Other,52,46-55,Kym Johnson,13,Croatia,Unknown,0,6.0,0.9285714285714286,10.0,3.715688239514213e-05,1468585.0153900168,54.56804070411485
Chris Soules,20,7,31.0,7.75,4,8.0,7.0,8.0,8.0,5,8.0,False,TV Personality,Media,33,26-35,Witney Carson,2,United States,Iowa,1,6.0,0.9285714285714286,10.0,3.715688239514213e-05,1468585.0153900168,54.56804070411485
Rumer Willis,20,8,40.0,10.0,4,10.0,10.0,10.0,10.0,1,,False,Actor/Actress,Entertainment,26,26-35,Valentin Chmerkovskiy,7,United States,Kentucky,1,1.0,0.1666666666666666,10.0,0.6465095811142051,1550173.071800573,1002201.7433043091
Riker Lynch,20,8,39.0,9.75,4,10.0,9.0,10.0,10.0,2,,False,Actor/Actress,Entertainment,23,≤25,Allison Holker,1,United States,Colorado,1,2.0,0.3333333333333333,10.0,0.2261822994153608,1550173.071800573,350621.7098716268
Nastia Liukin,20,8,38.0,9.5,4,9.5,9.5,9.5,9.5,4,9.0,False,Athlete,Sports,25,≤25,Derek Hough,14,Russia,Unknown,0,3.0,0.5,10.0,0.07155253391487856,1550173.071800573,110918.81129394198
Noah Galloway,20,8,31.5,7.875,4,8.0,7.5,8.0,8.0,3,,False,Motivational Speaker,Other,33,26-35,Sharna Burgess,4,United States,Alabama,1,5.0,0.8333333333333334,10.0,0.05575556555555557,1550173.071800573,86430.77632723379
Robert Herjavec,20,8,31.0,7.75,4,7.5,7.5,8.5,7.5,6,8.0,True,Entrepreneur,Other,52,46-55,Kym Johnson,13,Croatia,Unknown,0,6.0,1.0,10.0,1.0000000007015031e-08,1550173.071800573,0.015501730728880243
Chris Soules,20,8,32.0,8.0,4,8.0,7.5,8.5,8.0,5,8.0,True,TV Personality,Media,33,26-35,Witney Carson,2,United States,Iowa,1,4.0,0.6666666666666666,10.0,1e-08,1550173.071800573,0.015501730718005731
Riker Lynch,20,9,40.0,10.0,4,10.0,10.0,10.0,10.0,2,,False,Actor/Actress,Entertainment,23,≤25,Allison Holker,1,United States,Colorado,1,1.0,0.375,10.0,0.39948630465030277,1631761.12821113,651866.2231810732
Nastia Liukin,20,9,40.0,10.0,4,10.0,10.0,10.0,10.0,4,9.0,True,Athlete,Sports,25,≤25,Derek Hough,14,Russia,Unknown,0,1.0,0.375,10.0,0.39948630465030277,1631761.12821113,651866.2231810732
Rumer Willis,20,9,39.0,9.75,4,10.0,9.5,9.5,10.0,1,,False,Actor/Actress,Entertainment,26,26-35,Valentin Chmerkovskiy,7,United States,Kentucky,1,3.0,0.75,10.0,0.14696279851039795,1631761.12821113,239808.18190239192
Noah Galloway,20,9,38.0,9.5,4,9.5,9.5,9.5,9.5,3,,False,Motivational Speaker,Other,33,26-35,Sharna Burgess,4,United States,Alabama,1,4.0,1.0,10.0,0.05406459218899647,1631761.12821113,88220.49994659153
Riker Lynch,20,10,40.0,10.0,4,10.0,10.0,10.0,10.0,2,,False,Actor/Actress,Entertainment,23,≤25,Allison Holker,1,United States,Colorado,1,1.0,0.5,10.0,0.4954626425778431,1713349.184621686,848900.5146712534
Rumer Willis,20,10,40.0,10.0,4,10.0,10.0,10.0,10.0,1,,False,Actor/Actress,Entertainment,26,26-35,Valentin Chmerkovskiy,7,United States,Kentucky,1,1.0,0.5,10.0,0.4954626425778431,1713349.184621686,848900.5146712534
Noah Galloway,20,10,36.0,9.0,4,9.0,9.0,9.0,9.0,3,,False,Motivational Speaker,Other,33,26-35,Sharna Burgess,4,United States,Alabama,1,3.0,1.0,10.0,0.009074714844313747,1713349.184621686,15548.15527917927
Bindi Irwin,21,1,24.0,8.0,3,8.0,8.0,8.0,,1,,False,TV Personality,Media,17,≤25,Derek Hough,15,Australia,Unknown,0,1.0,0.1153846153846153,11.0,0.3219163903291094,824850.4008012363,265532.8635874531
Nick Carter,21,1,24.0,8.0,3,8.0,8.0,8.0,,2,,False,Singer/Rapper,Entertainment,35,26-35,Sharna Burgess,5,United States,New York,1,1.0,0.1153846153846153,11.0,0.3219163903291094,824850.4008012363,265532.8635874531
Tamar Braxton,21,1,23.0,7.666666666666667,3,8.0,7.0,8.0,,5,-1.0,False,Singer/Rapper,Entertainment,38,36-45,Valentin Chmerkovskiy,8,United States,Maryland,1,3.0,0.2692307692307692,11.0,0.11842642177820065,824850.4008012363,97684.08146920506
Carlos PenaVega,21,1,23.0,7.666666666666667,3,8.0,8.0,7.0,,4,11.0,False,Actor/Actress,Entertainment,26,26-35,Witney Carson,3,United States,Missouri,1,3.0,0.2692307692307692,11.0,0.11842642177820065,824850.4008012363,97684.08146920506
Alek Skarlatos,21,1,22.0,7.333333333333333,3,8.0,7.0,7.0,,3,,False,Military,Other,22,≤25,Lindsay Arnold,1,United States,California,1,5.0,0.4230769230769231,11.0,0.04356664586369799,824850.4008012363,35935.96530223681
Alexa PenaVega,21,1,22.0,7.333333333333333,3,7.0,7.0,8.0,,6,9.0,False,Actor/Actress,Entertainment,27,26-35,Mark Ballas,16,United States,Florida,1,5.0,0.4230769230769231,11.0,0.04356664586369799,824850.4008012363,35935.96530223681
Andy Grammer,21,1,21.0,7.0,3,7.0,7.0,7.0,,7,8.0,False,Singer/Rapper,Entertainment,31,26-35,Allison Holker,2,United States,California,1,7.0,0.5769230769230769,11.0,0.016027273334051344,824850.4008012363,13220.102833343217
Hayes Grier,21,1,21.0,7.0,3,7.0,7.0,7.0,,8,7.0,False,Social Media Personality,Media,15,≤25,Emma Slater,4,United States,North Carolina,1,7.0,0.5769230769230769,11.0,0.016027273334051344,824850.4008012363,13220.102833343217
Gary Busey,21,1,15.0,5.0,3,5.0,5.0,5.0,,10,4.0,False,Actor/Actress,Entertainment,71,>55,Anna Trebunskaya,10,United States,Texas,1,9.0,0.7692307692307693,11.0,3.972763866280646e-05,824850.4008012363,32.769358673902595
Victor Espinoza,21,1,15.0,5.0,3,5.0,5.0,5.0,,12,2.0,False,Athlete,Sports,43,36-45,Karina Smirnoff,16,Mexico,Unknown,0,9.0,0.7692307692307693,11.0,3.972763866280646e-05,824850.4008012363,32.769358673902595
Paula Deen,21,1,15.0,5.0,3,5.0,5.0,5.0,,9,6.0,False,TV Personality,Media,68,>55,Louis van Amstel,9,United States,Georgia,1,9.0,0.7692307692307693,11.0,3.972763866280646e-05,824850.4008012363,32.769358673902595
Chaka Khan,21,1,13.0,4.333333333333333,3,5.0,4.0,4.0,,13,2.0,False,Singer/Rapper,Entertainment,62,>55,Keo Motsepe,2,United States,Illinois,1,12.0,0.9230769230769232,11.0,5.3765512307527165e-06,824850.4008012363,4.434850437614759
Kim Zolciak-Biermann,21,1,12.0,4.0,3,4.0,4.0,4.0,,11,-1.0,False,TV Personality,Media,37,36-45,Tony Dovolani,19,United States,Florida,1,13.0,1.0,11.0,1.9779226621989397e-06,824850.4008012363,1.6314903006686436
Tamar Braxton,21,2,24.5,8.166666666666666,3,8.0,8.0,8.5,,5,-1.0,False,Singer/Rapper,Entertainment,38,36-45,Valentin Chmerkovskiy,8,United States,Maryland,1,1.0,0.0769230769230769,11.0,0.38035762403430545,886714.1808613291,337268.4990299405
Bindi Irwin,21,2,24.0,8.0,3,8.0,8.0,8.0,,1,,False,TV Personality,Media,17,≤25,Derek Hough,15,Australia,Unknown,0,2.0,0.1538461538461538,11.0,0.22047141146381324,886714.1808613291,195495.1270194762
Gary Busey,21,2,16.5,5.5,3,5.5,5.5,5.5,,10,4.0,False,Actor/Actress,Entertainment,71,>55,Anna Trebunskaya,10,United States,Texas,1,12.0,0.9230769230769232,11.0,0.21072632578947384,886714.1808613291,186854.02135833085
Alexa PenaVega,21,2,23.0,7.666666666666667,3,7.5,7.5,8.0,,6,9.0,False,Actor/Actress,Entertainment,27,26-35,Mark Ballas,16,United States,Florida,1,3.0,0.2307692307692307,11.0,0.0646766709430272,886714.1808613291,57349.72129608409
Alek Skarlatos,21,2,22.5,7.5,3,7.5,7.0,8.0,,3,,False,Military,Other,22,≤25,Lindsay Arnold,1,United States,California,1,4.0,0.4230769230769231,11.0,0.02900123472664741,886714.1808613291,25715.80609460629
Nick Carter,21,2,22.5,7.5,3,7.5,7.5,7.5,,2,,False,Singer/Rapper,Entertainment,35,26-35,Sharna Burgess,5,United States,New York,1,4.0,0.4230769230769231,11.0,0.029001234726647406,886714.1808613291,25715.806094606287
Hayes Grier,21,2,22.5,7.5,3,8.0,7.0,7.5,,8,7.0,False,Social Media Personality,Media,15,≤25,Emma Slater,4,United States,North Carolina,1,4.0,0.4230769230769231,11.0,0.0290012347266474,886714.1808613291,25715.80609460628
Carlos PenaVega,21,2,22.5,7.5,3,7.5,7.5,7.5,,4,11.0,False,Actor/Actress,Entertainment,26,26-35,Witney Carson,3,United States,Missouri,1,4.0,0.4230769230769231,11.0,0.02900123472664739,886714.1808613291,25715.80609460627
Andy Grammer,21,2,22.0,7.333333333333333,3,7.5,7.5,7.0,,7,8.0,False,Singer/Rapper,Entertainment,31,26-35,Allison Holker,2,United States,California,1,8.0,0.6153846153846154,11.0,0.007362988862790604,886714.1808613291,6528.866638160459
Paula Deen,21,2,18.5,6.166666666666667,3,6.5,6.0,6.0,,9,6.0,False,TV Personality,Media,68,>55,Louis van Amstel,9,United States,Georgia,1,9.0,0.7692307692307693,11.0,0.00020001000000003082,886714.1808613291,177.35170331410177
Kim Zolciak-Biermann,21,2,18.5,6.166666666666667,3,6.5,6.0,6.0,,11,-1.0,False,TV Personality,Media,37,36-45,Tony Dovolani,19,United States,Florida,1,9.0,0.7692307692307693,11.0,0.0002000100000000178,886714.1808613291,177.35170331409023
Victor Espinoza,21,2,18.5,6.166666666666667,3,6.5,5.5,6.5,,12,2.0,True,Athlete,Sports,43,36-45,Karina Smirnoff,16,Mexico,Unknown,0,9.0,0.7692307692307693,11.0,1.0000000103156659e-08,886714.1808613291,0.008867141900083763
Chaka Khan,21,2,15.0,5.0,3,5.0,5.0,5.0,,13,2.0,True,Singer/Rapper,Entertainment,62,>55,Keo Motsepe,2,United States,Illinois,1,13.0,1.0,11.0,1.0000000000001598e-08,886714.1808613291,0.008867141808614708
Alexa PenaVega,21,3,36.0,9.0,4,9.0,9.0,9.0,9.0,6,9.0,False,Actor/Actress,Entertainment,27,26-35,Mark Ballas,16,United States,Florida,1,1.0,0.15,11.0,0.4699170453697287,948577.9609214218,445752.9526990365
Nick Carter,21,3,36.0,9.0,4,9.0,9.0,9.0,9.0,2,,False,Singer/Rapper,Entertainment,35,26-35,Sharna Burgess,5,United States,New York,1,1.0,0.15,11.0,0.4699170453697287,948577.9609214218,445752.9526990365
Alek Skarlatos,21,3,33.0,8.25,4,8.0,8.0,9.0,8.0,3,,False,Military,Other,22,≤25,Lindsay Arnold,1,United States,California,1,3.0,0.35,11.0,0.02339579206504731,948577.9609214218,22192.732731204156
Tamar Braxton,21,3,33.0,8.25,4,8.0,9.0,8.0,8.0,5,-1.0,False,Singer/Rapper,Entertainment,38,36-45,Valentin Chmerkovskiy,8,United States,Maryland,1,3.0,0.35,11.0,0.02339579206504731,948577.9609214218,22192.732731204156
Bindi Irwin,21,3,32.0,8.0,4,8.0,8.0,8.0,8.0,1,,False,TV Personality,Media,17,≤25,Derek Hough,15,Australia,Unknown,0,5.0,0.5,11.0,0.008606830910652867,948577.9609214218,8164.2501152225595
Carlos PenaVega,21,3,31.0,7.75,4,7.0,8.0,8.0,8.0,4,11.0,False,Actor/Actress,Entertainment,26,26-35,Witney Carson,3,United States,Missouri,1,6.0,0.6,11.0,0.003166276145668073,948577.9609214218,3003.4597699719593
Hayes Grier,21,3,30.0,7.5,4,7.0,8.0,7.0,8.0,8,7.0,False,Social Media Personality,Media,15,≤25,Emma Slater,4,United States,North Carolina,1,7.0,0.7,11.0,0.001164807899062839,948577.9609214218,1104.9111017581931
Andy Grammer,21,3,29.0,7.25,4,7.0,7.0,8.0,7.0,7,8.0,False,Singer/Rapper,Entertainment,31,26-35,Allison Holker,2,United States,California,1,8.0,0.8,11.0,0.00042850887897931904,948577.9609214218,406.47407865892677
Gary Busey,21,3,25.0,6.25,4,6.0,7.0,6.0,6.0,10,4.0,False,Actor/Actress,Entertainment,71,>55,Anna Trebunskaya,10,United States,Texas,1,9.0,0.9,11.0,7.848413888001503e-06,948577.9609214218,7.444832442347834
Paula Deen,21,3,20.0,5.0,4,5.0,5.0,5.0,5.0,9,6.0,False,TV Personality,Media,68,>55,Louis van Amstel,9,United States,Georgia,1,10.0,1.0,11.0,5.288219680424044e-08,948577.9609214218,0.050162886413611725
Bindi Irwin,21,4,28.0,9.333333333333334,3,9.0,9.0,10.0,,1,,False,TV Personality,Media,17,≤25,Derek Hough,15,Australia,Unknown,0,1.0,0.1,11.0,0.45883295572335026,1010441.7409815144,463623.97060079616
Hayes Grier,21,4,27.0,9.0,3,9.0,9.0,9.0,,8,7.0,False,Social Media Personality,Media,15,≤25,Emma Slater,4,United States,North Carolina,1,2.0,0.3,11.0,0.16879521134254724,1010441.7409815144,170557.7272183061
Nick Carter,21,4,27.0,9.0,3,9.0,9.0,9.0,,2,,False,Singer/Rapper,Entertainment,35,26-35,Sharna Burgess,5,United States,New York,1,2.0,0.3,11.0,0.16879521134254724,1010441.7409815144,170557.7272183061
Tamar Braxton,21,4,27.0,9.0,3,9.0,9.0,9.0,,5,-1.0,False,Singer/Rapper,Entertainment,38,36-45,Valentin Chmerkovskiy,8,United States,Maryland,1,2.0,0.3,11.0,0.16879521134254724,1010441.7409815144,170557.7272183061
Carlos PenaVega,21,4,25.0,8.333333333333334,3,9.0,8.0,8.0,,4,11.0,False,Actor/Actress,Entertainment,26,26-35,Witney Carson,3,United States,Missouri,1,5.0,0.5,11.0,0.022843947736027527,1010441.7409815144,23082.47832128238
Alek Skarlatos,21,4,24.0,8.0,3,8.0,8.0,8.0,,3,,False,Military,Other,22,≤25,Lindsay Arnold,1,United States,California,1,6.0,0.6,11.0,0.008403818727279442,1010441.7409815144,8491.569225685294
Andy Grammer,21,4,23.0,7.666666666666667,3,7.0,8.0,8.0,,7,8.0,False,Singer/Rapper,Entertainment,31,26-35,Allison Holker,2,United States,California,1,7.0,0.7,11.0,0.003091592137097663,1010441.7409815144,3123.8737414137236
Alexa PenaVega,21,4,21.0,7.0,3,7.0,7.0,7.0,,6,9.0,False,Actor/Actress,Entertainment,27,26-35,Mark Ballas,16,United States,Florida,1,8.0,0.8,11.0,0.00041840149752619694,1010441.7409815144,422.77033758964325
Paula Deen,21,4,18.0,6.0,3,6.0,6.0,6.0,,9,6.0,False,TV Personality,Media,68,>55,Louis van Amstel,9,United States,Georgia,1,9.0,0.9,11.0,2.0830983962553423e-05,1010441.7409815144,21.048495701480487
Gary Busey,21,4,16.0,5.333333333333333,3,5.0,6.0,5.0,,10,4.0,True,Actor/Actress,Entertainment,71,>55,Anna Trebunskaya,10,United States,Texas,1,10.0,1.0,11.0,2.819167114669504e-06,1010441.7409815144,2.8486041274644864
Alexa PenaVega,21,5,40.0,10.0,4,10.0,10.0,10.0,10.0,6,9.0,False,Actor/Actress,Entertainment,27,26-35,Mark Ballas,16,United States,Florida,1,1.0,0.1111111111111111,11.0,0.6930968858726851,1072305.5210416073,743211.617338025
Carlos PenaVega,21,5,39.0,9.75,4,10.0,10.0,9.0,10.0,4,11.0,False,Actor/Actress,Entertainment,26,26-35,Witney Carson,3,United States,Missouri,1,2.0,0.2222222222222222,11.0,0.25497609505251034,1072305.5210416073,273412.27445843647
Bindi Irwin,21,5,37.0,9.25,4,9.0,9.0,10.0,9.0,1,,False,TV Personality,Media,17,≤25,Derek Hough,15,Australia,Unknown,0,3.0,0.3333333333333333,11.0,0.03450726204249697,1072305.5210416073,37002.32760419899
Andy Grammer,21,5,36.0,9.0,4,9.0,9.0,9.0,9.0,7,8.0,False,Singer/Rapper,Entertainment,31,26-35,Allison Holker,2,United States,California,1,4.0,0.4444444444444444,11.0,0.012694512276550307,1072305.5210416073,13612.395601075357
Nick Carter,21,5,35.0,8.75,4,9.0,9.0,8.0,9.0,2,,False,Singer/Rapper,Entertainment,35,26-35,Sharna Burgess,5,United States,New York,1,5.0,0.5555555555555556,11.0,0.004670050082241342,1072305.5210416073,5007.720486728203
Hayes Grier,21,5,30.0,7.5,4,8.0,8.0,7.0,7.0,8,7.0,False,Social Media Personality,Media,15,≤25,Emma Slater,4,United States,North Carolina,1,6.0,0.6666666666666666,11.0,3.1466549937216886e-05,1072305.5210416073,33.74175522580911
Alek Skarlatos,21,5,29.0,7.25,4,8.0,7.0,7.0,7.0,3,,False,Military,Other,22,≤25,Lindsay Arnold,1,United States,California,1,7.0,0.8333333333333334,11.0,1.157589680649663e-05,1072305.5210416073,12.412898056614246
Tamar Braxton,21,5,29.0,7.25,4,7.0,7.0,8.0,7.0,5,-1.0,False,Singer/Rapper,Entertainment,38,36-45,Valentin Chmerkovskiy,8,United States,Maryland,1,7.0,0.8333333333333334,11.0,1.157589680649663e-05,1072305.5210416073,12.412898056614246
Paula Deen,21,5,26.0,6.5,4,7.0,7.0,6.0,6.0,9,6.0,False,TV Personality,Media,68,>55,Louis van Amstel,9,United States,Georgia,1,9.0,1.0,11.0,5.763299657243856e-07,1072305.5210416073,0.6180018041879789
Andy Grammer,21,6,40.0,10.0,4,10.0,10.0,10.0,10.0,7,8.0,False,Singer/Rapper,Entertainment,31,26-35,Allison Holker,2,United States,California,1,1.0,0.2222222222222222,11.0,0.2854173620016332,1134169.3011017,323711.6099836832
Bindi Irwin,21,6,40.0,10.0,4,10.0,10.0,10.0,10.0,1,,False,TV Personality,Media,17,≤25,Derek Hough,15,Australia,Unknown,0,1.0,0.2222222222222222,11.0,0.2854173620016332,1134169.3011017,323711.6099836832
Tamar Braxton,21,6,40.0,10.0,4,10.0,10.0,10.0,10.0,5,-1.0,False,Singer/Rapper,Entertainment,38,36-45,Valentin Chmerkovskiy,8,United States,Maryland,1,1.0,0.2222222222222222,11.0,0.2854173620016332,1134169.3011017,323711.6099836832
Nick Carter,21,6,39.0,9.75,4,9.0,10.0,10.0,10.0,2,,False,Singer/Rapper,Entertainment,35,26-35,Sharna Burgess,5,United States,New York,1,4.0,0.4444444444444444,11.0,0.10499917963378809,1134169.3011017,119086.84618150529
Carlos PenaVega,21,6,38.0,9.5,4,10.0,9.0,9.0,10.0,4,11.0,False,Actor/Actress,Entertainment,26,26-35,Witney Carson,3,United States,Missouri,1,5.0,0.5555555555555556,11.0,0.03862703952713785,1134169.3011017,43809.60242412167
Hayes Grier,21,6,32.0,8.0,4,8.0,8.0,8.0,8.0,8,7.0,False,Social Media Personality,Media,15,≤25,Emma Slater,4,United States,North Carolina,1,6.0,0.6666666666666666,11.0,9.574685830607041e-05,1134169.3011017,108.59314736767936
Alek Skarlatos,21,6,30.0,7.5,4,8.0,8.0,7.0,7.0,3,,False,Military,Other,22,≤25,Lindsay Arnold,1,United States,California,1,7.0,0.8333333333333334,11.0,1.295792818786786e-05,1134169.3011017,14.69648435656011
Alexa PenaVega,21,6,30.0,7.5,4,8.0,7.0,7.0,8.0,6,9.0,False,Actor/Actress,Entertainment,27,26-35,Mark Ballas,16,United States,Florida,1,7.0,0.8333333333333334,11.0,1.295792818786786e-05,1134169.3011017,14.69648435656011
Paula Deen,21,6,24.0,6.0,4,6.0,6.0,6.0,6.0,9,6.0,True,TV Personality,Media,68,>55,Louis van Amstel,9,United States,Georgia,1,9.0,1.0,11.0,3.2119492700763826e-08,1134169.3011017,0.03642894258816646
Bindi Irwin,21,7,29.0,9.666666666666666,3,9.5,10.0,9.5,,1,,False,TV Personality,Media,17,≤25,Derek Hough,15,Australia,Unknown,0,1.0,0.125,11.0,0.3732006064520351,1196033.0811617929,446360.2712262772
Andy Grammer,21,7,28.0,9.333333333333334,3,9.5,9.5,9.0,,7,8.0,False,Singer/Rapper,Entertainment,31,26-35,Allison Holker,2,United States,California,1,2.0,0.375,11.0,0.13729283054641805,1196033.0811617929,164206.7671398563
Hayes Grier,21,7,28.0,9.333333333333334,3,9.0,9.5,9.5,,8,7.0,True,Social Media Personality,Media,15,≤25,Emma Slater,4,United States,North Carolina,1,2.0,0.375,11.0,0.13729283054641805,1196033.0811617929,164206.7671398563
